Your criteria 

Inventory Type:  All Human Remains and Institution: Any and State: Any


"State","Museum or Federal Agency","MNI","AFO","Geographic Origin","County"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","1","ZUnknown","ZUnknown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ZUnknown","ZUnknown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ZUnknown","ZUnknown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ZUnknown","ZUnknown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS",""
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","0","ZUnknown","ZUnknown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","0","ZUnknown","ZUnknown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","19","171","ILLINOIS","Hancock"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","26","33","ILLINOIS","Hancock"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","265","3847","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","2","0","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","9","0","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","6","11","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","13","4","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Jersey"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","30","ILLINOIS","Putnam"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","0","ILLINOIS","Putnam"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","93","183","ILLINOIS","Brown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","2","0","ILLINOIS","Brown"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","39","78","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","7","7","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","2","24","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","114","503","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","1","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","371","894","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","14","50","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","3","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","122","18","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","7","8","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","1","0","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","47","1","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","2","13","ILLINOIS","Greene"
"ILLINOIS","Center for American Archeology, Kampsville Archeological Center","2","0","ILLINOIS","Greene"
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","INDIANA","Marshall"
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","INDIANA","St. Joseph"
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","3","0","OREGON",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","The History Museum","1","0","ZUnknown",""
"INDIANA","Henry County Historical Society","10","0","ZUnknown",""
"INDIANA","Henry County Historical Society","1","0","ZUnknown",""
"INDIANA","Henry County Historical Society","2","0","INDIANA","Madison"
"INDIANA","Henry County Historical Society","1","0","OHIO","Preble"
"INDIANA","Henry County Historical Society","1","0","INDIANA","Henry"
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","2","INDIANA","Vigo"
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","3","0","INDIANA","Howard"
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","11","0","ZUnknown",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","0","ZUnknown",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","10","0","ZUnknown",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","0","ZUnknown",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","0","ZUnknown",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","15","0","CALIFORNIA",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","0","INDIANA",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","0","ZUnknown",""
"INDIANA","Univ. of Indianapolis, Archeology and Forensics Lab","1","0","GEORGIA",""
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA","Posey"
"INDIANA","New Harmony Workingmen's Institute","1","0","ZUnknown",""
"INDIANA","New Harmony Workingmen's Institute","1","0","ZUnknown",""
"INDIANA","New Harmony Workingmen's Institute","1","0","INDIANA",""
"INDIANA","New Harmony Workingmen's Institute","1","0","ZUnknown",""
"INDIANA","New Harmony Workingmen's Institute","1","0","ZUnknown",""
"INDIANA","New Harmony Workingmen's Institute","1","0","ZUnknown",""
"INDIANA","U.S. Dept. of Agriculture, FS, Hoosier NF","1","0","INDIANA","Perry"
"INDIANA","U.S. Dept. of Agriculture, FS, Hoosier NF","3","0","INDIANA","Perry"
"INDIANA","U.S. Dept. of Agriculture, FS, Hoosier NF","1","0","INDIANA","Crawford"
"INDIANA","Univ. of Notre Dame, Dept. of Anthropology","5","0","INDIANA","St. Joseph"
"INDIANA","Univ. of Notre Dame, Dept. of Anthropology","1","0","INDIANA","La Porte"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Harrison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","5","0","INDIANA","Harrison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Harrison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Posey"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Tippecanoe"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","3","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","6","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","3","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","2","0","INDIANA","Clark"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Cass"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","2","0","INDIANA","Johnson"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","2","0","INDIANA","Dearborn"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Madison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","4","0","INDIANA","Madison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","2","0","INDIANA","Madison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","2","0","INDIANA","Madison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","2","23","INDIANA","Madison"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Grant"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Jennings"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","ILLINOIS","St. Clair"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Morgan"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Marion"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Marion"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Marion"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","2","INDIANA","Marion"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Marion"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","17","INDIANA","Hamilton"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Lagrange"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Spencer"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","ZUnknown","ZUnknown"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","10","0","INDIANA","Shelby"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","5","0","INDIANA","ZUnknown"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","3","0","INDIANA","Perry"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","1","0","INDIANA","Warrick"
"INDIANA","Indiana State Museum and Historic Sites Corporation, State of Indiana","3","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","INDIANA","Tippecanoe"
"INDIANA","Tippecanoe County Historical Association","5","0","INDIANA","Tippecanoe"
"INDIANA","Tippecanoe County Historical Association","1","0","INDIANA","Tippecanoe"
"INDIANA","Tippecanoe County Historical Association","1","0","INDIANA","Tippecanoe"
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Tippecanoe County Historical Association","1","0","ZUnknown",""
"INDIANA","Purdue University","1","0","INDIANA","White"
"INDIANA","Purdue University","5","2","INDIANA","White"
"INDIANA","Purdue University","1","0","INDIANA","Carroll"
"INDIANA","Purdue University","19","1","INDIANA","Carroll"
"INDIANA","Purdue University","9","1","INDIANA","Carroll"
"INDIANA","Purdue University","2","1","INDIANA","Tippecanoe"
"INDIANA","Purdue University","2","3","INDIANA","Tippecanoe"
"INDIANA","Purdue University","3","0","INDIANA","Tippecanoe"
"INDIANA","Univ. of Southern Indiana","1","0","INDIANA","Posey"
"INDIANA","Univ. of Southern Indiana","2","0","INDIANA","Posey"
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","INDIANA",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","MICHIGAN",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","OHIO","Butler"
"INDIANA","Earlham College","1","0","INDIANA","Randolph"
"INDIANA","Earlham College","1","0","INDIANA","Parke"
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","INDIANA",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","OHIO",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","INDIANA",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","ZUnknown",""
"INDIANA","Earlham College","1","0","INDIANA","Hamilton"
"INDIANA","Earlham College","1","0","INDIANA","Hamilton"
"INDIANA","Earlham College","1","0","OHIO","Highland"
"INDIANA","Earlham College","1","0","INDIANA","Franklin"
"INDIANA","Earlham College","1","0","CALIFORNIA","Los Angeles"
"INDIANA","Earlham College","1","0","OHIO","Miami"
"INDIANA","Earlham College","1","0","FLORIDA","Hendry"
"INDIANA","Earlham College","2","0","INDIANA","Wayne"
"INDIANA","Earlham College","1","0","INDIANA","Wayne"
"INDIANA","Earlham College","1","0","INDIANA","Wayne"
"INDIANA","Earlham College","1","0","INDIANA","Wayne"
"INDIANA","Earlham College","5","0","INDIANA","Wayne"
"INDIANA","Earlham College","1","0","NORTH CAROLINA","Pasquotank"
"INDIANA","Earlham College","1","0","OREGON","Columbia"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Sullivan"
"INDIANA","Indiana State Univ.","29","0","INDIANA","Warrick"
"INDIANA","Indiana State Univ.","87","85","INDIANA","Warrick"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Parke"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Parke"
"INDIANA","Indiana State Univ.","46","0","INDIANA","Pike"
"INDIANA","Indiana State Univ.","8","0","ZUnknown",""
"INDIANA","Indiana State Univ.","1","0","INDIANA","Dearborn"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Vermillion"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Vermillion"
"INDIANA","Indiana State Univ.","10","0","INDIANA","Vermillion"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Spencer"
"INDIANA","Indiana State Univ.","3","0","INDIANA","Gibson"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Gibson"
"INDIANA","Indiana State Univ.","3","0","INDIANA","Harrison"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Fountain"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Spencer"
"INDIANA","Indiana State Univ.","3","5","INDIANA","Posey"
"INDIANA","Indiana State Univ.","4","0","INDIANA","Vigo"
"INDIANA","Indiana State Univ.","10","0","INDIANA","Posey"
"INDIANA","Indiana State Univ.","2","0","INDIANA","Vigo"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Vigo"
"INDIANA","Indiana State Univ.","5","0","INDIANA","Vigo"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Vigo"
"INDIANA","Indiana State Univ.","3","0","INDIANA","Vigo"
"INDIANA","Indiana State Univ.","1","2","INDIANA","Tippecanoe"
"INDIANA","Indiana State Univ.","4","0","INDIANA","Knox"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Knox"
"INDIANA","Indiana State Univ.","1","0","INDIANA","Knox"
"INDIANA","Goshen College","2","0","KANSAS","Geary"
"INDIANA","Goshen College","2","0","PENNSYLVANIA","Butler"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","ILLINOIS","Jackson"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","La Salle"
"INDIANA","Indiana University, Dept. of Anthropology","48","0","ILLINOIS","La Salle"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","ILLINOIS","La Salle"
"INDIANA","Indiana University, Dept. of Anthropology","1","2","INDIANA","Perry"
"INDIANA","Indiana University, Dept. of Anthropology","6","0","INDIANA","Warrick"
"INDIANA","Indiana University, Dept. of Anthropology","29","26","INDIANA","Warrick"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","ILLINOIS","Jackson"
"INDIANA","Indiana University, Dept. of Anthropology","5","0","ILLINOIS","Jackson"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Calhoun"
"INDIANA","Indiana University, Dept. of Anthropology","3","0","ILLINOIS","Calhoun"
"INDIANA","Indiana University, Dept. of Anthropology","4","0","ILLINOIS","Massac"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","ILLINOIS","Massac"
"INDIANA","Indiana University, Dept. of Anthropology","7","0","ILLINOIS","Massac"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Randolph"
"INDIANA","Indiana University, Dept. of Anthropology","6","0","ILLINOIS","Randolph"
"INDIANA","Indiana University, Dept. of Anthropology","51","545","INDIANA","Sullivan"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","3","0","INDIANA","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","41","27","ILLINOIS","Calhoun"
"INDIANA","Indiana University, Dept. of Anthropology","8","0","ILLINOIS","St. Clair"
"INDIANA","Indiana University, Dept. of Anthropology","399","1","ILLINOIS","Calhoun"
"INDIANA","Indiana University, Dept. of Anthropology","41","1","ILLINOIS","White"
"INDIANA","Indiana University, Dept. of Anthropology","1","3","ILLINOIS","St. Clair"
"INDIANA","Indiana University, Dept. of Anthropology","2","1","ILLINOIS","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","Marion"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","Marion"
"INDIANA","Indiana University, Dept. of Anthropology","8","132","INDIANA","Marion"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","Marion"
"INDIANA","Indiana University, Dept. of Anthropology","29","166","INDIANA","Marion"
"INDIANA","Indiana University, Dept. of Anthropology","3","0","OHIO","Logan"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Tazewell"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","Parke"
"INDIANA","Indiana University, Dept. of Anthropology","3","640","INDIANA","Parke"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","INDIANA","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Ogle"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Pope"
"INDIANA","Indiana University, Dept. of Anthropology","229","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","58","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","149","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Peoria"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Peoria"
"INDIANA","Indiana University, Dept. of Anthropology","5","0","ILLINOIS","Peoria"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","ILLINOIS","Peoria"
"INDIANA","Indiana University, Dept. of Anthropology","2","0","ILLINOIS","Morgan"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","OHIO","Hamilton"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","INDIANA","Marshall"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","PENNSYLVANIA","Lebanon"
"INDIANA","Indiana University, Dept. of Anthropology","4","0","INDIANA","Vanderburgh"
"INDIANA","Indiana University, Dept. of Anthropology","6","0","ILLINOIS","Marshall"
"INDIANA","Indiana University, Dept. of Anthropology","5","5","INDIANA","Kosciusko"
"INDIANA","Indiana University, Dept. of Anthropology","194","0","ILLINOIS","Pike"
"INDIANA","Indiana University, Dept. of Anthropology","3","0","INDIANA","Kosciusko"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Cook"
"INDIANA","Indiana University, Dept. of Anthropology","13","0","ZUnknown","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","5","0","ZUnknown","ZUnknown"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS",""
"INDIANA","Indiana University, Dept. of Anthropology","3","0","INDIANA","Shelby"
"INDIANA","Indiana University, Dept. of Anthropology","107","0","ARKANSAS",""
"INDIANA","Indiana University, Dept. of Anthropology","1","0","TEXAS",""
"INDIANA","Indiana University, Dept. of Anthropology","1","0","WEST VIRGINIA",""
"INDIANA","Indiana University, Dept. of Anthropology","1","0","OKLAHOMA",""
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ZUnknown",""
"INDIANA","Indiana University, Dept. of Anthropology","2","0","OHIO",""
"INDIANA","Indiana University, Dept. of Anthropology","2","0","MISSOURI","Jackson"
"INDIANA","Indiana University, Dept. of Anthropology","3","1","OHIO","Lorain"
"INDIANA","Indiana University, Dept. of Anthropology","12","0","ILLINOIS","Mason"
"INDIANA","Indiana University, Dept. of Anthropology","11","0","ILLINOIS","Mason"
"INDIANA","Indiana University, Dept. of Anthropology","224","0","ILLINOIS","Will"
"INDIANA","Indiana University, Dept. of Anthropology","1","7","INDIANA","Greene"
"INDIANA","Indiana University, Dept. of Anthropology","43","0","INDIANA","Greene"
"INDIANA","Indiana University, Dept. of Anthropology","41","0","INDIANA","Greene"
"INDIANA","Indiana University, Dept. of Anthropology","4","12","INDIANA","Greene"
"INDIANA","Indiana University, Dept. of Anthropology","3","15","INDIANA","Hamilton"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","ILLINOIS","Williamson"
"INDIANA","Indiana University, Dept. of Anthropology","3","0","ILLINOIS","Clark"
"INDIANA","Indiana University, Dept. of Anthropology","4","105","INDIANA","Blackford"
"INDIANA","Indiana University, Dept. of Anthropology","6","126","INDIANA","Daviess"
"INDIANA","Indiana University, Dept. of Anthropology","21","0","INDIANA","Daviess"
"INDIANA","Indiana University, Dept. of Anthropology","4","0","INDIANA","Spencer"
"INDIANA","Indiana University, Dept. of Anthropology","4","0","INDIANA","Porter"
"INDIANA","Indiana University, Dept. of Anthropology","1","0","IDAHO","Bonner"
"INDIANA","Indiana University, Dept. of Anthropology","241","0","ILLINOIS","Will"
"INDIANA","Indiana University, Dept. of Anthropology","37","0","ILLINOIS","Will"
